Description,Title,Department,Manager
402857,Bundling Operator,EISC-Rolling Mills,401257
402858,Mill Assistant,"RM1,2,3 & 5 / Rolling Mill (1)",400248
402860,Mill Assistant,EISC-Rolling Mills,402564
402861,Bundling Operator,EISC-Rolling Mills,400950
402862,Field Operator,Direct Reduction Plant 1,400457
402863,Shift Brick Layer,Refractory & Material Handling,600360
402864,Machinist,EISC-Rolling Mills,401566
402865,Roll & Stand Fitter,EISC-Rolling Mills,402564
402866,RM2 & 3 Shift Maintenance Technician,"RM 1,2 & 3 / RM1, 2 & 3 Mechanical",600084
402867,Field Operator,Direct Reduction Plant  2,401071
402869,Rolling Mill Assistant,HSM Operation - Production,402146
402870,Mill Assistant,"RM1,2,3 & 5 / Rolling Mill (1)",400136
402871,Mill Assistant,EISC-Rolling Mills,401566
402872,Day Shift Instrumentation Technician,"OP / E&AM / RM1,2&3",0
402873,Cold Shear Operator,EISC-Rolling Mills,400136
402874,Level 2 Supervisor,Heavy Section Mill,402469
402875,Risk Specialist,Risk and Business Continuity Management,402980
402876,Guide fitter,EISC-Rolling Mills,400746
402877,Casting Operator,SMP2 CCM,401450
402878,Transactional Buyer - Support Services,Services & Industrial Services,402548
402879,Systems Analyst- Finance & Costing,SAP Competency Group,401445
402880,Shift Controller (Finished),Rolling Mills - Material Handling,400559
402881,Head Category Management  - Raw Material,Materials & Spares/Cons.,401856
402882,Receivable Accountant,Finance & Costing,400370
402883,Rolling Mill Assistant,HSM Operation - Production,400218
402884,Welder Fabricator,Rolling Mills - Roll Shop,402564
402885,Welder Fabricator,Rolling Mills - Roll Shop,400150
402886,Shift Operator RO2 Plant FW NG,Utility Operation 2,400635
402887,Day Shift Instrumenation Technician,OP / E&AM / DRP 1,401030
402889,Billet Handler & Controller,EAF/LF - CCM,600094
402890,MS Shift Technicians,SMP 2 Maintenance,401626
402891,Mechanical Test House Technician,"Inspection and Testing RM1,2 & 3",402484
402893,Casting Operator,SMP1 CCM (Continues Casting Machine),401051
402894,Ladle Repairman,SMP1 Refractory,0
402895,Roll Shop Assistant,Rolling Mills - Roll Shop,402564
402898,Low Value (Cash) Buyer,Materials & Spares/Cons.,402385
402899,Finishing Assistant,EISC-Rolling Mills,400442
402900,Bundling Operator,EISC-Rolling Mills,401566
402901,Casting Operator,SMP1 CCM (Continues Casting Machine),402518
402902,Finishing Assistant,EISC-Rolling Mills,400219
402903,Shift SMP Maint. Technician,SMP 1 and 1&2 Maintenance,400746
402904,Finishing Technician,Workshop,400749
402905,CCM Day Shift Technician,SMP2 Mechanical Maint.,401626
402906,Mill Assistant,"RM1,2,3 & 5 / Rolling Mill (2)",402577
402907,Finishing Assistant,"RM1,2,3 & 5 / Rolling Mill (3)",401584
402908,Panel Operator,Direct Reduction Plant 1,401291
402909,Finishing Assistant,EISC-Rolling Mills,400300
402910,Mill Assistant,EISC-Rolling Mills,400248
402911,MS Shift Technician,SMP2 Electrical & Auto. Maint.,0
402912,Field Operator,Direct Reduction Plant 1,400935
402913,Intervention Team Member,Health & Safety,402755
402915,Document Controller,Performance Excellence,402579
402916,SAP Basis Administrator,SAP Competency Group,401445
402917,Shift Technician E&AM,HSM Maintenance - Electrical &Automation,400536
402918,Senior Roller,Rolling Processes,0
402919,Saw Sharpening,HSM Roll Shop,402070
402920,Automation Specialist,HSM Maintenance - Electrical &Automation,400536
402921,Hydraulic Supervisor,HSM Maintenance - Hydraulics,402502
402922,Senior Instrumentation Technician,OP / E&AM / SMP 2,402150
402923,Spectro Chemist - Phase 1,Chemical Laboratories,400148
402924,Technical Service 1 Manager,Technical Services,400312
402925,Senior IT Security Officer,Information Technology,402754
402926,Electrical Engr- Central Crane Maint.,Cranes - Electrical,401075
402927,Casting Operator,SMP2 CCM,401450
402928,Hydraulic Technician,HSM Maintenance - Hydraulics,402502
402929,Shift Technician - Mech. Maint.,HSM Maintenance - Mechanical Maintenance,400727
402930,MS Shift Technician,SMP2 Electrical & Auto. Maint.,402150
402931,Senior Category Buyer - Industrial Servi,Services & Industrial Services,402240
402932,Manager - Project,Projects & Strategy,409999
402933,HC Relations Officer,Employee Relation& Customer Serv,402938
402934,HC Relations Officer,Employee Relation& Customer Serv,402938
402935,Procurement Engineer,Materials & Spares/Cons.,401856
402936,Caster Specialist,Continuous Improvement,402158
402937,Mechanical Engineer - Central Crane Main,Cranes - Mechanical,400495
402938,Senior Officer - HC Relations & CS,Employee Relation& Customer Serv,401855
402939,Payable Accountant - Trainee,Finance & Costing,400370
402940,Iron Works Supervisor,Workshop,400508
402941,Shift SMP Maint. Supervisor,Mechanical Maintenance & Workshop,400746
402942,Roller Operator,"Rolling Mills 1,2 ,3 & 5",400667
402943,MS Shift Technician,SMP2 Electrical & Auto. Maint.,402150
402944,Ladle Repairman,SMP1 Refractory,400222
402945, Iron Works Technician,Workshop,400749
402946, SMP Shift Electrical Technician,SMP Electrical & Automation,600361
402947,Field Operator,Direct Reduction Plant 1,401272
402948,Conveyor Operator,DRP & Jetty,401628
402949,Field Operator,Direct Reduction Plant 1,400893
402950,Hopper Operator,DRP & Jetty,401628
402951,Ladle - Repairman,Refractory & Material Handling,600094
402952,Ladle Repairman,SMP1 Refractory,400222
402953,Shift Brick Layer,SMP1 Refractory,400963
402954,Shift Brick Layer,SMP1 Refractory,400963
402955,Mill Assistant,"RM1,2,3 & 5 / Rolling Mill (1)",400320
402956,Roller Operator,HSM Operation - Production,402146
402957,Day Shift Roll & Stand Fitter,"RM1,2,3 & 5 / Roll Shop",400150
402958,Melter,SMP2 EAF / LF,401482
402959,Casting Operator,EAF/LF - CCM,600094
402960,Shift SMP Maintenance Technician,SMP 1 and 1&2 Maintenance,401383
402961,Day Shift Roll & Stand Fitter,"RM1,2,3 & 5 / Roll Shop",400150
402962,Shift Controller (Finid.),"Rolling Mills 1,2 ,3 & 5",400559
402964,Iron Works Technician,Workshop,400533
402965,Finishing Assistant,"RM1,2,3 & 5 / Rolling Mill (1)",400248
402967,Melter,SMP1 EAF/LF,401257
402968,Casting Operator,SMP1 CCM (Continues Casting Machine),401461
402969,MS Shift Technician,SMP2 Electrical & Auto. Maint.,402150
402970,Field Operator,Direct Reduction Plant  2,400932
402971,Credit Operations Officer,Credit and Collection,400315
402972,Category Buyer - Support Services,Services & Industrial Services,401640
402973,Health & Safety Supervisor Ph 2,Health & Safety,402755
402974,MS Shift Technician,SMP2 Mechanical Maint.,401731
402975,CCM Day Shift Technician,SMP2 Mechanical Maint.,401626
402976,Material Catalouger,Warehouse,401460
402977,Environment Auditor,Quality Assurance,400702
402978,MS Shift Technician,SMP2 Mechanical Maint.,400746
402979,Shift Technician - Mech. Maint.,HSM Maintenance - Mechanical Maintenance,400727
402980,BCM & Risk Section Head,Risk and Business Continuity Management,0
402981,Admin Assistant,General Services,400334
402982,CCM Day Shift Technician,SMP2 Mechanical Maint.,401740
402983,Day Finishing Techinician,Workshop Maintenance,400749
402984,Shift Technician E&AM,HSM Maintenance - Electrical &Automation,402056
402985,Shift Iron Works Technician,Workshop Maintenance,400533
402986,Day Technician - Finishing,Workshop Maintenance,400749
402987,Finishing Technician,Workshop,400749
402988,Supervisor,Operation - Production / Maintenance,401104
402989,Finishing Technician,Workshop,400749
402990,Finishing Technician,Workshop,400749
402991,Saw Sharpening,HSM Roll Shop,402070
402992,Roll Shop Assistant,"RM1,2,3 & 5 / Roll Shop",0
402993,Shift (Machine Shop) Operator,Workshop,401164
402994,Weighbridge Operator,Weighbridge,400345
402995,Shift Brick Layer,SMP1 Refractory,0
402996,Shift Brick Layer,Refractory & Material Handling,401675
402997,Weighbridge Operator,Weighbridge,400345
402998,Brick Layer,SMP2 Refractory,400940
402999,Feedstock Material Controller,HSM Operation - Finishing Process,402322
403000,Shift Brick Layer,SMP1 Refractory,400963
403001,MS Shift Technician,SMP2 Electrical & Auto. Maint.,0
403002,Day Shift Sr Elec.l Technician - GE&W,OP / E&AM / CES & Workshop,401250
403003,Maintenance Technician Ph 2,Utility Maint.1 & 2,402411
403004,Technician,Operation - Production / Maintenance,402518
403005,Technician,Operation - Production / Maintenance,402518
403006,Technician,Operation - Production / Maintenance,402518
403008,Operator,Operation - Production / Maintenance,402518
403009,Operator,Operation - Production / Maintenance,402518
403010,Operator,Operation - Production / Maintenance,402518
403011,Technician,Operation - Production / Maintenance,402518
403012,Operator,Operation - Production / Maintenance,402518
403013,Technician,Operation - Production / Maintenance,402518
403014,Technician,Operation - Production / Maintenance,402518
403015,Operator,Operation - Production / Maintenance,402518
403016,Operator,Operation - Production / Maintenance,402518
403017,Operator,Operation - Production / Maintenance,402518
403018,Operator,Operation - Production / Maintenance,402518
403019,Technician,Operation - Production / Maintenance,402518
403021,Technician,Operation - Production / Maintenance,402518
403022,Technician,Trainees,401257
403023,Operator,Operation - Production / Maintenance,402518
403024,Technician,Operation - Production / Maintenance,402518
403025,Technician,Operation - Production / Maintenance,402518
403026,Operator,Operation - Production / Maintenance,402518
403027,Shift Technician E&AM,HSM Maintenance - Electrical &Automation,400536
403028,Technician,Operation - Production / Maintenance,402518
403029,Technician,Operation - Production / Maintenance,402518
403030,Operator,Operation - Production / Maintenance,402518
403031,Technician,Operation - Production / Maintenance,402518
403032,Operator,Operation - Production / Maintenance,402518
403033,Operator,Operation - Production / Maintenance,402518
403034,Operator,Operation - Production / Maintenance,402518
403035,Operator,Operation - Production / Maintenance,402518
403036,Operator,Operation - Production / Maintenance,402518
403037,Operator,Operation - Production / Maintenance,402518
403038,Operator,Operation - Production / Maintenance,402518
403039,Technician,Operation - Production / Maintenance,402518
403040,Operator,Operation - Production / Maintenance,402518
403041,Technician,Operation - Production / Maintenance,402518
403042,Technician,Operation - Production / Maintenance,402518
403043,Operator,Operation - Production / Maintenance,402518
403044,Technician,Operation - Production / Maintenance,402518
403045,Operator,Operation - Production / Maintenance,402518
403046,Operator,Operation - Production / Maintenance,402518
403047,Technician,Operation - Production / Maintenance,402518
403048,Technician,Operation - Production / Maintenance,402518
403049,Operator,Operation - Production / Maintenance,402518
403050,Technician,Operation - Production / Maintenance,402518
403051,Technician,Operation - Production / Maintenance,402518
403052,Technician,Operation - Production / Maintenance,402518
403053,Operator,Operation - Production / Maintenance,402518
403054,Operator,Operation - Production / Maintenance,402518
403055,Market Analyst,Markets Research & Analysis,401948
403056,Senior Hydraulics Technician,"Fluids&Hyd. RM,MH,DRP & CH Repair Shop",0
403057,"Sales Officer - R&Ws, Byproduct, Semis",Sales - Rebars and Wire Rod,402251
403058,QA Engineer,Quality Assurance,400702
403059,Technician,Operation - Production / Maintenance,402518
403060,VP Human Capital & Services,Human Capital & Services,400283
403061,Government Relations Officer,Government Relations,400432
403062,BDM Pulpit Operator,HSM Operation - Production,402121
600004,Production Supervisor,EISC - Direct Reduction Plant,401013
600005,Panel Operator,EISC - Direct Reduction Plant,401013
600006,Senior Pannel Operator,EISC - Direct Reduction Plant,401013
600007,Field Operator,EISC - Direct Reduction Plant,401013
600008,Asst. Control Room Specialist,EISC - Direct Reduction Plant,401013
600010,Field Operator,EISC - Direct Reduction Plant,401013
600012,Asst. Control Room Specialist,EISC - Direct Reduction Plant,401013
600013,Senior Pannel Operator,EISC - Direct Reduction Plant,401013
600014,Field Operator,EISC - Direct Reduction Plant,401013
600015,Panel Operator,EISC - Direct Reduction Plant,401013
600016,Helper,EISC - Direct Reduction Plant,401013
600017,Field Operator,EISC - Direct Reduction Plant,401013
600018,Helper,EISC - Direct Reduction Plant,401013
600019,Field Operator,EISC - Direct Reduction Plant,401013
600020,Field Operator,EISC - Direct Reduction Plant,401013
600021,Roll Shop Assistant,"RM1,2,3 & 5 / Roll Shop",400150
600022,Roll Shop Assistant,"RM1,2,3 & 5 / Roll Shop",400150
600023,Crane Operator CCM,EAF/LF - CCM,600094
600024,Crane Operator CCM,EAF/LF - CCM,600094
600026,Sr. Crane Electrical Technician,EISC Cranes & Engineering,402926
600027,SMP E&A Shift Supervisor,SMP Electrical & Automation,600361
600028,SMP Shift Electrical Technician,SMP Electrical & Automation,600361
600029,Day Shift SMP Senior Instrumentation Tec,SMP Electrical & Automation,600361
600031,SMP Shift Senior Electrical Technician,SMP Electrical & Automation,600361
600032,SMP Shift Electrical Technician,SMP Electrical & Automation,600361
600033,SMP Shift Senior Electrical Technician,SMP Electrical & Automation,600361
600034,DRP E&A Shift Supervisor,DRP  Electrical & Automation,600251
600035,DRP Shift Senior Electrical Technician,DRP  Electrical & Automation,600251
600036,DRP Shift Senior Electrical Technician,DRP  Electrical & Automation,600251
600037,DRP Shift Senior Electrical Technician,DRP  Electrical & Automation,600251
600038,DRP Shift Senior Instrumentation Technic,DRP  Electrical & Automation,600251
600040,DRP Shift Senior Instrumentation Technic,DRP  Electrical & Automation,600251
600041,Day Shift DRP Senior Instrumetation Tech,DRP  Electrical & Automation,600251
600042,DRP Shift Senior Electrical Technician,DRP  Electrical & Automation,600251
600043,DRP Shift Senior Instrumentation Technic,DRP  Electrical & Automation,600251
600044,DRP Shift Senior Instrumentation Technic,DRP  Electrical & Automation,600251
600045,RM E & A Shift Supervisor,"RM1,2,3 & 5 / RM5 Electrical",400141
600046,RM Instrumentation Senior Tech-RM,"RM1,2,3 & 5 / RM5 Electrical",400141
600047,Day Shift Elect Technician-RM Prep,"RM 1,2 & 3 / RM1, 2 & 3 Electrical",402056
600048,Day Shift RM - Electrical Engineer,"RM1,2,3 & 5 / RM5 Electrical",400141
600050,Accounting & Finance Manager,EISC-Finance,400488
600052,Assistant Accountant,EISC-Finance,600050
600053,Health & Saftety Inspector EISC,EISC-Health & Safety,402755
600054,Health and Safety Inspector EISC,EISC-Health & Safety,402755
600055,HC Recruitment Coordinator,EISC-Human Resources,0
600056,HC Recruitment Officer,EISC-Human Resources,0
600057,Employee Relations Officer,EISC-Human Resources,402938
600058,Desktop Support Engineer,EISC-Information Technology,402754
600059,Shift Senior Technician SMP,SMP Maintenance,600062
600060,Shift Technician SMP,SMP Maintenance,600249
600061,Shift Technician SMP,SMP Maintenance,600366
600062,Shift Supervisor SMP,SMP Maintenance,600063
600063,Section Head of SMP Maint.,SMP Maintenance,400451
600064,Shift Technician SMP,SMP Maintenance,600366
600065,Shift Technician SMP,SMP Maintenance,600062
600066,Day Technician SMP,SMP Maintenance,600276
600067,Day Senior Iron works Technician,Workshop Maintenance,400533
600068,Maintenance Technician,EISC-Utility & Water Treatment Plant,600324
600069,Day Technician SMP,SMP Maintenance,600221
600070,Day Technician SMP,SMP Maintenance,600062
600071,Day Technician SMP,SMP Maintenance,600276
600072,Day Technician SMP,SMP Maintenance,600221
600074,Shift Senior Technician DRP,DRP Maintenance,600077
600075,Shift Supervisor DRP,DRP Maintenance,401283
600076,Shift Supervisor DRP,DRP Maintenance,401283
600077,Day Supervisor DRP,DRP Maintenance,401283
600078,Shift Technician DRP,DRP Maintenance,600077
600081,Shift Senior Technician DRP,DRP Maintenance,600077
600082,Day Technician DRP,DRP Maintenance,600077
600083,Day Technician DRP,DRP Maintenance,600077
600084, Head of RM5 Mechanical,"RM1,2,3 & 5 / RM5 Mechanical",400485
600085,Shift  RM Technician,"RM1,2,3 & 5 / RM5 Mechanical",600084
600086,Shift RM Senior Technician,"RM1,2,3 & 5 / RM5 Mechanical",600084
600088,Shift  RM Technician,"RM1,2,3 & 5 / RM5 Mechanical",600084
600089,Day Shift RM Senior Technician,"RM1,2,3 & 5 / RM5 Mechanical",600084
600091,Day Shift RM Technician,"RM1,2,3 & 5 / RM5 Mechanical",600084
600092,Shift  RM Technician,"RM1,2,3 & 5 / RM5 Mechanical",600084
600093,Shift  RM Technician,"RM1,2,3 & 5 / RM5 Mechanical",600084
600094,Supervisor EAF/LF-CCM,EAF/LF - CCM,400956
600097,Material Planner,EISC-Procurement & Logistics,0
600100,Furnace Operator,EISC-Rolling Mills,600178
600101,Crane Operator (Semifinished & Finished),EISC-Rolling Mills,400239
600102,Mill Assistant,EISC-Rolling Mills,600380
600103,CNC Operator,EISC-Rolling Mills,600380
600104,Main Pulpit Operator,EISC-Rolling Mills,600178
600105,Roll shop planner,EISC-Rolling Mills,600380
600106,Crane Operator (Semifinished & Finished),EISC-Rolling Mills,400239
600107,Mill Assistant,EISC-Rolling Mills,600178
600108,RM 5&CAP Shift Operator,EISC-Utility & Water Treatment Plant,600379
600110,Dispatch Officer,Shipping & Logistics,401441
600112,Supervisor EAF/LF-CCM,EAF/LF - CCM,600094
600113,EAF&LF Pulpit Operator,EAF/LF - CCM,600094
600114,EAF&LF Pulpit Operator,EAF/LF - CCM,600094
600117,EAF&LF Pulpit Operator,EAF/LF - CCM,600094
600119,Crane Operator EAF/LF,EAF/LF - CCM,600094
600120,Crane Operator CCM,EAF/LF - CCM,600094
600121,Crane Operator CCM,EAF/LF - CCM,600094
600122,Supervisor MH,EISC-Procurement & Logistics,401460
600123,Shift Brick Layer,Refractory & Material Handling,600360
600124,Ladle - Repairman,Refractory & Material Handling,600360
600125,Shift Brick Layer,Refractory & Material Handling,600360
600127,Ladle Repairman,Refractory & Material Handling,600360
600128,Ladle - Repairman,Refractory & Material Handling,600360
600129,Billet Handler & Controller,EAF/LF - CCM,600094
600130,Casting Operator,EAF/LF - CCM,600094
600132,Casting Operator,EAF/LF - CCM,600094
600135,Melter,EAF/LF - CCM,600094
600136,Melter,EAF/LF - CCM,600094
600137,Melter,EAF/LF - CCM,600094
600138,Melter,EAF/LF - CCM,600094
600139,Casting Operator,EAF/LF - CCM,600094
600140,Casting Operator,EAF/LF - CCM,600094
600142,Billet Handler & Controller,EAF/LF - CCM,600094
600143,Mould Repairman,EAF/LF - CCM,600094
600144,Mould Repairman,EAF/LF - CCM,600094
600145,Shift Brick Layer,Refractory & Material Handling,600360
600146,Shift Brick Layer,Refractory & Material Handling,600360
600147,Shift Brick Layer,Refractory & Material Handling,600360
600148,Ladle Repairman,Refractory & Material Handling,0
600149,Ladle - Repairman,Refractory & Material Handling,600360
600150,MH SMP Operator,EISC Material Handling,409996
600151,Operator (RM/Refractory/WB),EISC-Procurement & Logistics,401460
600152,MH SMP Operator,EISC Material Handling,409996
600153,Casting Operator,EAF/LF - CCM,600094
600154,Crane Operator EAF/LF,EAF/LF - CCM,600094
600155,Crane Operator EAF/LF,EAF/LF - CCM,600094
600156,Ladle Operator,EAF/LF - CCM,600094
600158,Spectro Chemist,Chemical Laboratory,400148
600159,DRP Laboratory Chemist,Chemical Laboratory,400148
600160,DRP Laboratory Chemist,Chemical Laboratory,400148
600161,DRP Laboratory Chemist,Chemical Laboratory,400148
600163,Maintenance Technician,EISC-Utility & Water Treatment Plant,600324
600166,ASP Shift Operator,EISC-Utility & Water Treatment Plant,600379
600168,Maintenance Technician,EISC-Utility & Water Treatment Plant,600324
600169,Maintenance Technician,EISC-Utility & Water Treatment Plant,600324
600170,Day Shift Elect Technician-RM Prep,"RM 1,2 & 3 / RM1, 2 & 3 Electrical",402056
600173,Health & Saftety Inspector EISC,EISC-Health & Safety,402755
600174,Finishing Assistant,EISC-Rolling Mills,600178
600175,MH SMP Operator,EISC Material Handling,409996
600177,Crane Operator CCM,EAF/LF - CCM,600094
600178,Shift Supervisor,"RM1,2,3 & 5 / Rolling Mill (5)",401566
600179,Shift Technician -Iron Works,Workshop Maintenance,400533
600182,Day Technician DRP,DRP Maintenance,600077
600183,Day Technician - Finishing,Workshop Maintenance,400749
600184,Day Technician - Finishing,Workshop Maintenance,400749
600185,Spectro Chemist,Chemical Laboratory,400148
600186,Melter,EAF/LF - CCM,600094
600187,Day Machine  Operator,Workshop Maintenance,401164
600188,Field Operator,EISC - Direct Reduction Plant,401013
600189,Senior Casting Operator,EAF/LF - CCM,600094
600191,Billet Handler & Controller,EAF/LF - CCM,600094
600192,Day Technician - Finishing,Workshop Maintenance,400749
600193,Billet Handler & Controller,EAF/LF - CCM,600094
600198,Day Senior Technician - Finishing,Workshop Maintenance,400749
600199,Crane Mechanical Technician,EISC Cranes & Engineering,401020
600200,Shift  Senior  Technician - Finishing,Workshop Maintenance,400749
600201,Maintenance Technician,EISC-Utility & Water Treatment Plant,600324
600202,Day Senior Technician - Finishing,Workshop Maintenance,400749
600203,Shift Technician -Iron Works,Workshop Maintenance,400533
600204,Day Sr.Technician- Fluids&Hyd,Fluids & Hydraulics,400664
600205,RM Shift Senior Electrical Technician,"RM1,2,3 & 5 / RM5 Electrical",400141
600207,Day Senior Technician - SMP,SMP Maintenance,600221
600209,Day Technician - Iron Works,Workshop Maintenance,400533
600210,Shift Supervisor DRP,DRP Maintenance,401283
600211,Maintenance Technician,EISC-Utility & Water Treatment Plant,600324
600212,SMP & CAP Shift Operator,EISC-Utility & Water Treatment Plant,600379
600213,Maintenance Technician,EISC-Utility & Water Treatment Plant,600324
600214,Maintenance Technician,EISC-Utility & Water Treatment Plant,600324
600215,SMP & CAP Shift Operator,EISC-Utility & Water Treatment Plant,600379
600216,Day Hydraulics Supervisor,Fluids & Hydraulics,400664
600219,Shift Technician DRP,DRP Maintenance,600077
600220,Shift Senior Technician SMP,SMP Maintenance,600249
600221,Shift Supervisor SMP,SMP Maintenance,600063
600222,Day Senior Iron Works Technician,Workshop Maintenance,400533
600224,Sr Technician -  Instrumentataion,SMP Electrical & Automation,600361
600227,Shift Technician -Iron Works,Workshop Maintenance,400533
600228,Day Technician - Finishing,Workshop Maintenance,400749
600229,Billet Handler & Controller,EAF/LF - CCM,600094
600230,Shift Brick Layer,Refractory & Material Handling,600360
600231,Sr. MH Mechanical Technician,EISC Cranes & Engineering,401510
600232,EAF&LF Pulpit Operator,EAF/LF - CCM,600094
600233,EAF&LF Pulpit Operator,EAF/LF - CCM,600094
600234,Shift Senior Technician DRP,DRP Maintenance,600077
600235,Melter,EAF/LF - CCM,600094
600236,RM E & A Shift Supervisor,"RM1,2,3 & 5 / RM5 Electrical",400141
600237,Shift Technician -Iron Works,Workshop Maintenance,400533
600238,Day Technician - Iron Works,Workshop Maintenance,400533
600241,Day Technician - Iron Works,Workshop Maintenance,400533
600242,Panel Operator,EISC - Direct Reduction Plant,401013
600243,Senior Bricklayer,Refractory & Material Handling,600360
600244,DRP Laboratory Assistant,Chemical Laboratory,400148
600245,Day Senior Technician - Finishing,Workshop Maintenance,400749
600247,EAF&LF Pulpit Operator,EAF/LF - CCM,600094
600248,Day Senior Technician - SMP,SMP Maintenance,600366
600249,Day Supervisor - SMP,SMP Maintenance,600063
600251,DRP Instrumentation Engineer,DRP  Electrical & Automation,401964
600252,Shift Brick Layer,Refractory & Material Handling,600360
600253,Day Shift SMP Instrumentation Supervisor,SMP Electrical & Automation,600361
600254,RM E & A Shift Supervisor,"RM1,2,3 & 5 / RM5 Electrical",400141
600256,Day Shift RM Instrumentation Supervisor,"RM1,2,3 & 5 / RM5 Electrical",400141
600257,Day Technician - Iron Works,Workshop Maintenance,400533
600258,RM Shift Senior Electrical Technician,"RM1,2,3 & 5 / RM5 Electrical",400141
600259,Day  Shift DRP Senior Electrical Tech.,DRP  Electrical & Automation,600251
600260,Shift Senior Technician - Finishing,Workshop Maintenance,400749
600261,Shift Supervisor DRP,DRP Maintenance,401283
600264,MH SMP Operator,EISC Material Handling,409996
600266,Shift Technician DRP,DRP Maintenance,600077
600267,Crane Operator EAF/LF,EAF/LF - CCM,600094
600268,Finishing Assistant,EISC-Rolling Mills,600178
600270,Crane Mechanical Technician,EISC Cranes & Engineering,401020
600271,Shift Senior Technician SMP,SMP Maintenance,600276
600273,MH Shift Controller,"SMP Conveyor, Scrap & Slagplant",401421
600274,Billet Handler & Controller,EAF/LF - CCM,600094
600276,Shift Supervisor SMP,SMP Maintenance,600063
600277,Senior Casting Operator,EAF/LF - CCM,600094
600278,General Services Coordinator  EISC,General Services,400334
600279,Crane Operator EAF/LF,EAF/LF - CCM,600094
600280,Crane Operator EAF/LF,EAF/LF - CCM,600094
600281,SMP Shift Senior Electrical Technician,SMP Electrical & Automation,600361
600283,Production Supervisor,EISC - Direct Reduction Plant,401013
600287,Material Controller,EISC-Procurement & Logistics,402738
600288,Day Shift Sr.Elect. Tech. MSS& CES,SMP Electrical & Automation,600361
600291,Crane Operator CCM,EAF/LF - CCM,600094
600292,Crane Operator CCM,EAF/LF - CCM,600094
600293,Process Assistant,EISC - Direct Reduction Plant,401612
600294,Sr. Crane Mechanical Technician,EISC Cranes & Engineering,401020
600296,Crane Operator EAF/LF,EAF/LF - CCM,600094
600297,SMP Shift Senior Electrical Technician,SMP Electrical & Automation,600361
600298,Operator (RM/Refractory/WB),EISC-Procurement & Logistics,401460
600299,Day Technician - Iron Works,Workshop Maintenance,400533
600300,Day Technician - Iron Works,Workshop Maintenance,400533
600301,Production Supervisor,EISC - Direct Reduction Plant,401013
600303,RM Shift Senior Electrical Technician,"RM1,2,3 & 5 / RM5 Electrical",400141
600304,Ladle Operator,EAF/LF - CCM,600094
600307,Casting Operator,EAF/LF - CCM,600094
600308,Casting Operator,EAF/LF - CCM,600094
600310,Melter,EAF/LF - CCM,600094
600311,Field Operator,EISC - Direct Reduction Plant,401013
600313,Casting Operator,EAF/LF - CCM,600094
600314,Casting Operator,EAF/LF - CCM,600094
600315,RM 5&CAP Shift Operator,EISC-Utility & Water Treatment Plant,600379
600317,Shift Senior Technician -  Finishing,Workshop Maintenance,400749
600319,RM Senior Elect. Technician,"RM1,2,3 & 5 / RM5 Electrical",400141
600320,RM 5&CAP Shift Operator,EISC-Utility & Water Treatment Plant,600379
600321,SMP & CAP Shift Operator,EISC-Utility & Water Treatment Plant,600379
600322,RM 5&CAP Shift Operator,EISC-Utility & Water Treatment Plant,600379
600324,Maintenance Supervisor,EISC-Utility & Water Treatment Plant,600369
600326,Crane Operator EAF/LF,EAF/LF - CCM,600094
600327,Casting Operator,EAF/LF - CCM,600094
600329,Health & Saftety Inspector EISC,EISC-Health & Safety,402755
600330,Crane Operator CCM,EAF/LF - CCM,600094
600331,Crane Operator EAF/LF,EAF/LF - CCM,600094
600332,Shift Brick Layer,Refractory & Material Handling,600360
600334,Ladle Operator,EAF/LF - CCM,600094
600335,Ladle Operator,EAF/LF - CCM,600094
600336,Field Operator,EISC - Direct Reduction Plant,401013
600337,DRP E&A Shift Supervisor,DRP  Electrical & Automation,600251
600339,Crane Operator EAF/LF,EAF/LF - CCM,600094
600343,Senior Brick Layer,Refractory & Material Handling,600360
600344,Melter,EAF/LF - CCM,600094
600346,SMP Shift Electrical Technician,SMP Electrical & Automation,600361
600347,MH SMP Operator,EISC Material Handling,401410
600348,Shift Brick Layer,Refractory & Material Handling,600360
600350,Crane Electrical Supervisor,EISC Cranes & Engineering,402926
600351,RM Shift Senior Electrical Technician,"RM1,2,3 & 5 / RM5 Electrical",400141
600352,Shift RM Supervisor,"RM1,2,3 & 5 / RM5 Mechanical",600084
600353,Shift RM Supervisor,"RM1,2,3 & 5 / RM5 Mechanical",600084
600354,Sr. Crane Mechanical Technician,EISC Cranes & Engineering,401020
600355,Shift RM Supervisor,"RM1,2,3 & 5 / RM5 Mechanical",600084
600356,Shift RM Senior Technician,"RM1,2,3 & 5 / RM5 Mechanical",600084
600357,Shift RM Supervisor,"RM1,2,3 & 5 / RM5 Mechanical",600084
600358,Shift RM Senior Technician,"RM1,2,3 & 5 / RM5 Mechanical",600084
600359,Inspection & Testing Supervisor- RM5,Inspection and Testing,402484
600360,Refractory & MH Head,Refractory & Material Handling,400962
600361,Head of SMP E & A,SMP Electrical & Automation,400455
600362,Shift RM Senior Technician,"RM1,2,3 & 5 / RM5 Mechanical",600084
600364,ASP Shift Operator,EISC-Utility & Water Treatment Plant,600379
600365,Day Shift RM Senior Technician,"RM1,2,3 & 5 / RM5 Mechanical",600084
600366,Shift Supervisor SMP,SMP Maintenance,600063
600367,Senior Casting Operator,EAF/LF - CCM,600094
